72184-1-entrytone|ᎠᏧᏣ|Achű:ja.|Boy
73525-1-vsecondimpertone|ᎯᏴᏣᎬᏯ|Hi:yv̀:jagv̀:hya.|Let you be shaking a flexible object (Let you...)
73525-2-vsecondimpertone|ᎲᏣᎬᎥᎦ|Hvhjagvɂv̀:ga.|Let you be shaking a flexible object (Let you...)
73525-1-vthirdinftone|ᎤᏮᏣᎬᏗ|Uwhjagv̀:di.|For him to be shaking a flexible object (For him to...)
73525-1-vthirdpasttone|ᎤᏮᏣᎬᏅᎢ|Ùwhjagv̂:nv̌:ɂi.|He did shak a flexible object (He did...a while ago)
73525-1-vthirdprestone|ᎬᏣᎬᎥᏍᎪᎢ|Kjagv́ɂvsgó:ɂi.|He is usually shaking a flexible object (He usually...)
73526-1-entrytone|ᎪᏕᏍᎩ|Ko:de̋:sgi.|Spade
73526-2-entrytone|ᎠᎪᏕᏍᎩ|Ako:de̋:sgi.|Spade
73526-1-nounadjpluraltone|ᎠᏂᎪᏕᏍᎩ|Ani:ko:de̋:sgi.|Spade (plural)
73527-1-entrytone|ᎪᎦ|Kó:ga.|Crow
73528-1-entrytone|ᎪᎯ|Kò:hi̋.|A while ago
73529-1-entrytone|ᎪᎯᏴᎢ|Kò:hî:yv̋:ɂi.|Later, after a while
73530-1-entrytone|ᎪᎳ|Kǒ:la.|Bone
73531-1-entrytone|ᎪᏍᏚ|Kò:sdu.|1. ashes, 2. dust
73532-1-entrytone|ᎪᏍᏚᎭᎢ|Kò:sdu:ha̋:ɂi.|Dusty
73532-1-nounadjpluraltone|ᎠᏂᎪᏍᏚᎭᎢ|Ani:kò:sdu:ha̋:ɂi.|Dusty (plural)
73532-2-nounadjpluraltone|ᏗᎪᏍᏚᎭᎢ|Di:kò:sdu:ha̋:ɂi.|Dusty (plural)
73533-1-entrytone|ᎬᏙᎠ|Któ:ɂa.|It (long object) is hanging
73533-1-vsecondimpertone|ᎭᏙᎡᏍᏗ|Ható:ɂesdi.|It (long object) is hanging (Let you...)
73533-1-vthirdprestone|ᎬᏙᎣᎢ|Któ:ɂó:ɂi.|It (long object) is hanging (He usually...)
73534-1-entrytone|ᎬᏙᏌᏗᎠ|Któ:sadíɂa.|He is hanging up a long object
73534-1-vfirstprestone|ᎦᏙᏌᏗᎠ|Gà:tó:sadíɂa.|I am hanging up a long object (I am...)
73534-1-vsecondimpertone|ᎭᏙᏌᏓ|Hatò:sada.|Let you be hanging up a long object (Let you...)
73534-1-vthirdinftone|ᎤᏮᏙᏌᏗᏍᏗ|Uwhtò:sadì:sdi.|For him to be hanging up a long object (For him to...)
73534-1-vthirdpasttone|ᎤᏮᏙᏌᏛᎢ|Ùwhtó:sadv̌:ɂi.|He did hang up a long object (He did...a while ago)
73534-1-vthirdprestone|ᎬᏙᏌᏗᏍᎪᎢ|Któ:sadî:sgó:ɂi.|He is usually hanging up a long object (He usually...)
73535-1-entrytone|ᎫᏩ|Kuwa.|Mulberries
73536-1-entrytone|ᎫᏩᏧᏁᎦ|Kuwájú:ne:ga.|Sycamore
73537-1-entrytone|ᎫᏩᏯ|Kuwa:ya.|Huckleberries
73538-1-entrytone|ᎫᏩᏲᎢ|Kuwa:yő:ɂi.|Pryor
73539-1-entrytone|ᎫᏰᏉᎾ|Kuye:gwǒ:na.|July
73540-1-entrytone|ᎬᏟ|Kv̌:hli.|Raccoon
73541-1-entrytone|ᎬᏂᎨᏒᎢ|Kv:hnígè:sv̋:ɂi.|In view
73542-1-entrytone|ᏆᎾ|Kwana.|Peach
73543-1-entrytone|ᏆᎾᏓᏲᎭ|Kwandáyǒ:ha.|Cobra
73544-1-entrytone|ᏆᏄᎾᏍᏗᎢ|Kwanúnsdiɂi.|Plum
73545-1-entrytone|ᎶᎶ|Lo:lo.|Locust, (cicada)
73548-1-entrytone|Ꮎ|Na.|Here
73549-1-entrytone|Ꮎ|Na.|That, those
73551-1-entrytone|ᎾᎯᏳᎢ|Nà:hiyű:ɂi.|Then
73552-1-entrytone|ᎾᏂᎠ|Nà:ní:ɂa.|There are, (a number of three or more must be specified)
73552-1-vfirstprestone|ᏃᏥᎠ|Nò:jí:ɂa.|There are, (a number of three or more must be specified) (I am...)
73552-1-vsecondimpertone|ᏂᏥᎡᏍᏗ|Nì:jí:ɂé:sdi.|There are, (a number of three or more must be specified) (Let you...)
73552-1-vthirdprestone|ᎾᏂᎣᎢ|Nà:ní:ɂó:ɂi.|There are, (a number of three or more must be specified) (He usually...)
73553-1-entrytone|ᎾᎥ|Naɂv.|Near, close
73555-1-entrytone|ᏁᏩᏓ|Ně:wada.|Hominy
73556-1-entrytone|Ꮒ|Ni.|Look!
73558-1-entrytone|ᏂᎦᏓ|Niga̋:da.|All
73559-1-entrytone|ᏂᎦᏪᎠ|Nigaweɂa.|1. he is saying it  2. it is barking, meowing, whinnying, cooing, etc
73559-1-vfirstprestone|ᏂᏥᏪᎠ|Nijiweɂa.|1. I am saying it  2. I am barking, meowing, whinnying, cooing, etc (I am...)
73559-1-vsecondimpertone|ᏂᏫ|Hníwi.|1. Let you be saying it  2. Let you be barking, meowing, whinnying, cooing, etc (Let you...)
73559-1-vthirdinftone|ᎢᏳᏪᏍᏗ|Iyú:wè:sdi.|1. For him to be saying it  2. For him to be barking, meowing, whinnying, cooing, etc (For him to...)
73559-1-vthirdpasttone|ᏄᏪᏒᎢ|Nù:wè:sv̌:ɂi.|1. He did say it  2. He did bark, meowing, whinnying, cooing, etc (He did...a while ago)
73559-1-vthirdprestone|ᏂᎦᏪᏍᎪᎢ|Nigawè:sgó:ɂi.|1. he is usually saying it  2. it is usually barking, meowing, whinnying, cooing, etc (He usually...)
73560-1-entrytone|ᏂᎪᎯᎸᎢ|Nigǒ:hí:lv̋:ɂi.|Always
73560-2-entrytone|ᏂᎪᎸ|Nigǒ:lv.|Always
73561-1-entrytone|ᏂᎬᏅᏕᎠ|Nigv́nhdé:ɂa.|He is taking it off
73561-1-vfirstprestone|ᏂᎬᏅᏕᎠ|Nigv́nhdé:ɂa.|I am taking it off (I am...)
73561-1-vsecondimpertone|ᏅᏅᏓᎩ|Hnv́nhdági.|Let you be taking it off (Let you...)
73561-1-vthirdinftone|ᎢᏳᏩᏅᏕᏍᏗ|Iyúwànhdè:sdi.|For him to be taking it off (For him to...)
73561-1-vthirdpasttone|ᏄᏩᏅᏕᏒᎢ|Nù:wánhdé:sv̌:ɂi.|He did tak it off (He did...a while ago)
73561-1-vthirdprestone|ᏂᎬᏅᏕᏍᎪᎢ|Nigv́nhdé:sgó:ɂi.|He is usually taking it off (He usually...)
73562-1-entrytone|ᏂᎬᏅᏗᎭ|Nigv́nhdíha.|He is putting it on
73562-1-vfirstprestone|ᏂᎬᏅᏗᎭ|Nigv́nhdíha.|I am putting it on (I am...)
73562-1-vsecondimpertone|ᏅᏅᏓ|Hnv́nhda.|Let you be putting it on (Let you...)
73562-1-vthirdinftone|ᎢᏳᏩᏅᏙᏗ|Iyúwànhdóhdi.|For him to be putting it on (For him to...)
73562-1-vthirdpasttone|ᏄᏩᏅᏔᏅᎢ|Nù:wánhtanv́:ɂi.|He did putt it on (He did...a while ago)
73562-1-vthirdprestone|ᏂᎬᏅᏗᏍᎪᎢ|Nigv́nhdǐ:sgóɂi.|He is usually putting it on (He usually...)
73563-1-entrytone|ᏂᎯ|Nihi.|You
73564-1-entrytone|ᏂᎬᎢ|Nikv̋:ɂi.|All over, everywhere
73565-1-entrytone|ᏃᏊ|Nǒ:gwu.|Now
73566-1-entrytone|ᏃᏊᎴ|Nǒ:gwúle.|And then
73567-1-entrytone|ᏃᏥ|Nohji.|Pine
73568-1-entrytone|ᏃᏈᏏ|Nokwsi.|Star
73569-1-entrytone|ᏃᏯ|No:ya.|Sand
73569-2-entrytone|ᏃᏱ|No:yi.|Sand
73570-1-entrytone|ᏄᏓᎴᎢ|Nǔ:dále̋:ɂi.|Different
73571-1-entrytone|ᏄᏓᏅᏛᎾ|Nu:dánhtv̋:na.|Insane, without a mind
73571-1-nounadjpluraltone|ᏄᎾᏓᏅᏛᎾ|Nǔ:nádanhtv̋:na.|Insane, without a mind (plural)
73572-1-entrytone|ᏄᏟᏍᏛᎢ|Nù:hlǐ:sdv̋:ɂi.|As quickly as possible
73573-1-entrytone|ᏄᎳ|Nű:la.|Hurry
73574-1-entrytone|ᏄᎳ|Nǔ:la.|Come here
73575-1-entrytone|ᏄᎾ|Nǔ:na.|Potato
73576-1-entrytone|ᏄᏩᏅᏗ|Nù:wánhdi.|He has something on (objects)
73576-1-vfirstprestone|ᎾᏋᏅᏗ|Nà:gwv́nhdi.|I have something on (objects) (I am...)
73576-1-vsecondimpertone|ᏂᏨᏅᏕᏍᏗ|Nijv́nhdé:sdi.|Let you have something on (objects) (Let you...)
73576-1-vthirdpasttone|ᏄᏩᏅᏛᎢ|Nù:wánhdv̌:ɂi.|A while ago he had something on (objects) (He did...a while ago)
73576-1-vthirdprestone|ᏄᏩᏅᏙᎢ|Nù:wánhdó:ɂi.|He usually has something on (objects) (He usually...)
73577-1-entrytone|ᏄᏯᎩ|Nǔ:yá:gi.|New york
73578-1-entrytone|ᏅᏓ|Nv:da.|Sun, moon
73579-1-entrytone|ᏅᏓᏕᏆ|Nv:dadě:gwa.|November
73580-1-entrytone|ᏅᏓ ᏗᏎᏍᏗ|Nv:da di:sésdi.|Calendar
73581-1-entrytone|ᏅᏓᎩ|Nv̌:dá:gi.|Texas
73582-1-entrytone|ᏅᏙᎯ|Nv:dő:hi.|On the moon, sun
73583-1-entrytone|ᏅᎩ|Nvhgi.|Four
73584-1-entrytone|ᏅᎩᏁᎢ|Nvhgi:ne̋:ɂi.|Fourth
73585-1-entrytone|ᏅᎩᏁ ᎢᎦ|Nvhgi:ne̋ iɂga.|Thursday
73586-1-entrytone|ᏅᏃᎯ|Nv:nǒ:hi.|Road
73587-1-entrytone|ᏅᏩᏙᎯᏯᏓ|Nvwhto:hi:yada.|Peace
73588-1-entrytone|ᏅᏬᏘ|Nv:wô:ti.|Medicine
73589-1-entrytone|ᏅᏬᏘ ᎠᏓᎯᎯ|Nv:wô:ti adá:hihi.|Poison liquid medicine, (not to be swallowed)
73590-1-entrytone|ᏅᏯ|Nv̀:ya.|Rock
73591-1-entrytone|ᏅᏯ ᎠᏛᏓᏅᎢ|Nv̀:ya atv:dà:nv̋:ɂi.|Brick
73591-1-nounadjpluraltone|ᏅᏯ ᏗᏛᏓᏅᎢ|Nv̀:ya di:tv:dà:nv̋:ɂi.|Brick (plural)
73592-1-entrytone|ᏅᏲᎯ|Nv̀:yő:hi.|Rocky
73595-1-entrytone|ᎣᏓᎸᎢ|Ò:dalv̋:ɂi.|Mountain
73595-1-nounadjpluraltone|ᏙᏓᎸᎢ|Dò:dalv̋:ɂi.|Mountain (plural)
73596-1-entrytone|ᎣᎦᎳᎰᎹ|O:gala:hǒ:ma.|Oklahoma
73597-1-entrytone|ᎣᎦᎾ|O:gana.|Groundhog
73598-1-entrytone|ᎣᎩᏅᏌ|O:ginv̌:sa.|1. ourselves (he and i), 2. one another, each other (see gram. iii, a)
73599-1-entrytone|ᎣᎬᏌ|O:gv̌:sa.|1. ourselves, (they and i), 2. one another, each other (see gram. iii, a)
73600-1-entrytone|ᎣᏝ|O:hla.|Soap
73602-1-entrytone|ᎣᏂ|O:hni.|After
73603-1-entrytone|ᎣᏂ ᏗᏜ|O:hni dí:dla.|Behind, towards the back
73606-1-entrytone|ᎣᏍᏓ|Ő:sda.|1. adj. good., 2. adv. well
73607-1-entrytone|ᎣᏍᏓ ᎧᏃᎮᏓ|Ő:sda kano:hě:da.|Gospel (good news)
73608-1-entrytone|ᎣᏏ|O:sí.|Fairly well
73609-1-entrytone|ᎣᏏ|Ó:si.|Stove
73610-1-entrytone|ᎣᏏ ᎠᏓᏍᏓᏴᏗᎢ|Ó:si ada:sdàyhdi̋:ɂi.|Cook stove, range
73612-1-entrytone|ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ|Ó:si aga:nawo:hisdi̋:ɂ.|Heating stove
73613-1-entrytone|ᎣᏏᏊ|O:sǐ:gwu.|All right, just fine
73614-1-entrytone|ᎣᏏᏲ|O:síyo.|Hello
73615-1-entrytone|ᎣᏩᏌ|Owǎ:sa.|Oneself (see gram. iii, a)
73616-1-entrytone|ᏌᏛᏗ|Sadv́:di.|Trap
73616-1-nounadjpluraltone|ᏗᏌᏛᏗ|Di:sadv́:di.|Trap (plural)
73617-1-entrytone|ᏌᏊ|Sà:gwű.|One
73618-1-entrytone|ᏌᎪᏂᎨᎢ|Sakǒ:níge̋:ɂi.|Blue
73618-1-nounadjpluraltone|ᏗᏌᎪᏂᎨᎢ|Di:sakǒ:níge̋:ɂi.|Blue (plural)
73619-1-entrytone|ᏌᎵ|Sali.|Persimmon
73620-1-entrytone|ᏌᎵᎫᎩ|Salígú:gi.|Snapping turtle
73621-1-entrytone|ᏌᎶᎵ|Salǒ:li.|Squirrel
73622-1-entrytone|ᏌᏌ|Sa:sa.|Goose
73623-1-entrytone|ᏍᏓᏯ|Sda̋:ya.|Hard, difficult
73623-2-entrytone|ᏍᏓᏱ|Sda̋:yi.|Hard, difficult
73624-1-entrytone|ᏍᏕᏱᏓ|Sde:yída.|Rope
73626-1-entrytone|ᏍᏗᎩᏓ|Sdǐ:kida.|A little
73627-1-entrytone|ᏍᏚᏗ|Sdù:di.|Door, gate
73627-1-nounadjpluraltone|ᏗᏍᏚᏗ|Di:sdù:di.|Door, gate (plural)
73628-1-entrytone|ᏍᏚᎢᏍᏗ|Sduɂí:sdi.|Key
73628-1-nounadjpluraltone|ᏗᏍᏚᎢᏍᏗ|Di:sduɂí:sdi.|Key (plural)
73629-1-entrytone|ᏍᏛᏌ|Sdv̌:sa.|1. yourselves (you two) 2. one another, each other (see gram. iii, a)
73630-1-entrytone|ᏎᏓᏂ|Sě:dáni.|Satan
73631-1-entrytone|ᏎᏗ|Sě:di.|Walnut
73632-1-entrytone|ᏎᎳᏉᏯ|Sě:lágwo:ya.|Green snake
73633-1-entrytone|ᏎᎷ|Sě:lu.|Corn
73634-1-entrytone|ᏎᎷ ᎠᎾᏔᏍᎩᏍᎩ|Sě:lu a:nhtasgì:sgi.|Popcorn
73635-1-entrytone|ᏎᎷ ᎢᏌ|Sě:lu i:sa.|Corn meal
73636-1-entrytone|ᏎᎷ ᎤᏓ|Sě:lu u:da.|Corncob
73636-1-nounadjpluraltone|ᏎᎷ ᏧᏓ|Sě:lu ju:da.|Corncob (plural)
73637-1-entrytone|ᏍᎩᏛ|Sgídv̋.|Yes, that's it
73637-2-entrytone|ᎥᏍᎩᏛ|V̀:sgídv̋.|Yes, that's it
73638-1-entrytone|ᏍᎪᎯ|Sgǒ:hi.|Ten
73639-1-entrytone|ᏍᎪᎯᏁᎢ|Sgo:hi:ne̋:ɂi.|Tenth
73640-1-entrytone|ᏍᎪᎯᏥᏆ|Sgǒ:hítsgwa.|One hundred
73641-1-entrytone|ᏍᏆᏞᏍᏗ|Sgwà:hle̋:sdi.|Ball
73641-2-entrytone|ᏍᏆᏞᏍᏗ|Sgwà:tle̋:sdi.|Ball
73641-1-nounadjpluraltone|ᏗᏍᏆᏞᏍᏗ|Di:sgwà:hle̋:sdi.|Ball (plural)
73641-2-nounadjpluraltone|ᏗᏍᏆᏞᏍᏗ|Dì:sgwà:tle̋:sdi.|Ball (plural)
73642-1-entrytone|ᏍᏆᏂᏤᏍᏛᎢ|Sgwǎ:níjè:sdv̋:ɂi.|New mexico
73643-1-entrytone|ᏍᏇᏅᎢ|Sgwe:hnv̋:ɂi.|Fist
73643-1-nounadjpluraltone|ᏗᏍᏇᏅᎢ|Di:sgwe:hnv̀:ɂi.|Fist (plural)
73644-1-entrytone|ᏍᏊ|Sgwú.|Also
73644-2-entrytone|ᎥᏍᏊ|V̀:sgwú.|Also
73646-1-entrytone|Ꮟ|Si.|Wait
73647-1-entrytone|Ꮟ|Si.|Yet, still
73648-1-entrytone|ᏏᎦ|Si̋:ga.|One day
73649-1-entrytone|ᏏᎩᎩ|Sigigi.|Katydid
73650-1-entrytone|ᏏᏊ|Sǐ:gwu.|Again, more
73651-1-entrytone|ᏏᏆ|Sihgwa.|Pig
73652-1-entrytone|ᏏᏅ|Sǐ:hnv.|Than
73653-1-entrytone|ᏏᏅᏓ|Si:nv̋:da.|One month
73655-1-entrytone|ᏍᎪᏂ|Skoni.|Opposite side (of a body of water)
73656-1-entrytone|ᏍᎪᏂᏱ|Skonǐ:yi.|Overseas
73657-1-entrytone|ᏐᏈᎵ|Sǒ:gwíli.|Horse
73658-1-entrytone|ᏐᏈᎵ ᏗᎦᎴᏅᎯᏓ|Sǒ:gwíli digaɂlě:nv́:hi:da.|Donkey, mule
73658-1-nounadjpluraltone|ᏐᏈᎵ ᏗᏂᎴᏅᎯᏓ|Sǒ:gwíli di:niɂlě:nv́:hi:da.|Donkey, mule (plural)
73659-1-entrytone|ᏐᎯ|Sohi.|Hickory nut
73660-1-entrytone|ᏐᏁᎳ|Sóhně:la.|Nine
73661-1-entrytone|ᏐᏁᎵᏁᎢ|Sóhne:li:ne̋:ɂi.|Ninth
73662-1-entrytone|ᏐᎢ|Sóɂi.|1. another 2. an additional one (singular form)
73662-1-nounadjpluraltone|ᏗᏐᎢ|Dǐ:sóɂi.|1. another 2. an additional one (singular form) (plural)
73663-1-entrytone|ᏐᎢᏱ|Soɂǐ:yi.|In the next room
73664-1-entrytone|ᏑᏓᎴᎩ|Su:dale̋:gi.|One topic, one matter
73665-1-entrytone|ᏑᏓᎵ|Sǔ:dáli.|Six
73666-1-entrytone|ᏑᏓᎵᏁᎢ|Su:dali:ne̋:ɂi.|Sixth
73667-1-entrytone|ᏑᏕᏘᏴᏓ|Su:de:tiyv̋:da.|Period of one year
73668-1-entrytone|ᏑᎨᏓ|Sù:gě:da.|Dough
73669-1-entrytone|ᏑᏗ|Súhdi.|Fishhook
73669-1-nounadjpluraltone|ᏗᏑᏗ|Di:súhdi.|Fishhook (plural)
73670-1-entrytone|ᏑᏟᎶᏓ|Su:hli:lő:da.|A unit of measure (one acre, one bushel, one gallon, one hour, one mile, one yard)
73671-1-entrytone|ᏑᎵ|Su:li.|Buzzard
73672-1-entrytone|ᏑᎾᎴᎢ|Suná:le̋:ɂi.|Tomorrow
73672-2-entrytone|ᏏᎾᎴᎢ|Siná:lè:ɂi.|Tomorrow
73673-1-entrytone|ᏑᎾᎴᎢ ᏗᏜ|Suná:le̋:ɂi dí:dla.|Toward morning (a.m.)
73674-1-entrytone|ᏑᎾᎴᎢ ᏒᎯᏰᏰ|Suná:le̋:ɂi sv:hiye̋:ye.|Tomorrow evening
73675-1-entrytone|ᏑᏒᎯᏓ|Su:sv̌:hida.|Overnight
73676-1-entrytone|ᏒᏙᏂ|Sv:do:ni.|1. barrel 2. tub
73677-1-entrytone|ᏒᎩ|Sv̀:gi.|Onion
73678-1-entrytone|ᏒᎯ|Sv:hi.|Yesterday
73679-1-entrytone|ᏒᎯ ᏑᎾᎴᎢ|Sv:hi suná:le̋:ɂi.|Yesterday morning
73680-1-entrytone|ᏒᎯ ᏒᎯᏰᏱ|Sv:hi sv:hiye̋:yi.|Yesterday evening
73681-1-entrytone|ᏒᎯ ᎤᏒᎢ|Sv:hi usv̀:ɂi.|Night before last
73682-1-entrytone|ᏒᎯᏰᏱ|Sv:hiye̋:yi.|In the evening
73683-1-entrytone|ᏒᎦᏔ|Sv̌:kta.|Apple
73684-1-entrytone|ᏒᎾᏙᏓᏆᏍᏗ|Sv:nadǒ:dagwà:sdi.|One week
73685-1-entrytone|ᏒᏃᏱ|Sv:nǒ:yi.|At midnight
73686-1-entrytone|ᏔᎵ|Táɂli.|Two
73687-1-entrytone|ᏔᎵᏁᎢ|Taɂli:ne̋:ɂi.|Second
73688-1-entrytone|ᏔᎵᏁ ᎢᎦ|Taɂli:ne̋ i:ga.|Tuesday
73689-1-entrytone|ᏔᎷᎩᏍᎩ|Talu:gì:sgi.|1. can  2. metal  3. steel  4. tin
73690-1-entrytone|ᏔᎷᎩᏍᎩ ᏗᎧᏅᏫᏍᎩ|Talu:gì:sgi dika:nv:wi̋:sgi.|Welder
73690-1-nounadjpluraltone|ᏔᎷᎩᏍᎩ ᏗᏂᏅᏫᏍᎩ|Talu:gi̋:sgi di:ni:hnv:wi̋:sgi.|Welder (plural)
73691-1-entrytone|ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᏗ|Talu:gì:sgi dikanv̌:wò:dohdi.|1. solder  2. welding rod
73692-1-entrytone|ᏔᎷᏣ|Talǔ:ja.|Basket
73692-1-nounadjpluraltone|ᏗᏔᎷᏣ|Di:talǔ:ja.|Basket (plural)
73693-1-entrytone|ᏔᎹᏟ|Tama:hli.|Tomato
73694-1-entrytone|ᏔᏬᏗ|Tawǒ:di.|Hawk
73695-1-entrytone|ᏖᎦ|Tehga.|Toad
73696-1-entrytone|ᏘᎾ|Tina.|Louse
73697-1-entrytone|ᏘᏲᎭᎵ|Tiyǒ:háɂli.|Lizard
73698-1-entrytone|ᏢᏕᏆ|Tlv̌:dé:gwa.|Eel
73699-1-entrytone|ᏙᎯ|Tò:hi̋.|Well (health)
73700-1-entrytone|ᏙᎯᏊ|Tò:hi̋:gwu.|Just fine
73701-1-entrytone|ᏙᎢ|Tő:ɂi.|Motionless
73702-1-entrytone|ᏙᏧᏩ|Tò:jǔ:hwa.|Redbird
73703-1-entrytone|ᏙᎳᏥᎦ|Tǒ:látsga.|Grasshopper
73704-1-entrytone|ᏥᎩᎵ|Tsgili.|Ghost
73704-1-nounadjpluraltone|ᎠᏂᏥᎩᎵ|Ani:tsgili.|Ghost (plural)
73705-1-entrytone|ᏥᎪᏯ|Tsgǒ:ya.|Bug
73706-1-entrytone|ᏥᏆᎴᏆᎳ|Tsgwalé:gwala.|Whippoorwill
73707-1-entrytone|ᏥᏈᏍᏗ|Tsgwi̋:sdi.|A lot, many
73707-1-nounadjpluraltone|ᎤᏂᏥᏈᏍᏗ|U:ni:tsgwi̋:sdi.|A lot, many (plural)
73708-1-entrytone|ᏚᎴᏥ|Tu:lě:ji.|Tonsils
73709-1-entrytone|ᏚᏍᏗ|Tusdi.|Boil (sore)
73710-1-entrytone|ᏚᏯ|Tǔ:ya.|Beans
73711-1-entrytone|ᏛᎦ|Tvhga.|Housefly
73713-1-entrytone|ᎤᏓᏙᎵᏍᏗ|Ù:da:dǒ:lî:sdi.|He is praying
73713-1-vfirstprestone|ᎠᏆᏓᏙᎵᏍᏗ|À:gwada:dǒ:lî:sdi.|I am praying (I am...)
73713-1-vsecondimpertone|ᏣᏓᏙᎵᏍᏕᏍᏗ|Jada:dǒ:lî:sdé:sdi.|Let you be praying (Let you...)
73713-1-vthirdinftone|ᎤᏓᏙᎵᏍᏙᏗ|U:da:do:lì:sdóhdi.|For him to be praying (For him to...)
73713-1-vthirdpasttone|ᎤᏓᏙᎵᏍᏛᎢ|Ù:da:dǒ:lî:sdv̌:ɂi.|He did pray (He did...a while ago)
73713-1-vthirdprestone|ᎤᏓᏙᎵᏍᏙᎢ|Ù:da:dǒ:lî:sdó:ɂi.|He is usually praying (He usually...)
73714-1-entrytone|ᎤᏓᎨᏳᎭ|Ù:da:ge:yú:ha.|He loves
73714-1-vfirstprestone|ᎠᏆᏓᎨᏳᎭ|À:gwada:ge:yúha.|He loves (I am...)
73714-1-vsecondimpertone|ᏣᏓᎨᏳᏎᏍᏗ|Jada:ge:yú:sé:sdi.|He loves (Let you...)
73714-1-vthirdinftone|ᎤᏓᎨᏳᏗ|U:da:geyhdi.|He loves (For him to...)
73714-1-vthirdpasttone|ᎤᏓᎨᏳᏒᎢ|Ù:da:ge:yú:sv̌:ɂi.|He loves (He did...a while ago)
73714-1-vthirdprestone|ᎤᏓᎨᏳᏐᎢ|Ù:da:ge:yú:só:ɂi.|He loves (He usually...)
73715-1-entrytone|ᎤᏓᏂᎳᎨᎢ|U:da:hnǐ:lá:gé:ɂi.|Ordained minister
73715-1-nounadjpluraltone|ᎤᎾᏓᏂᎳᎨᎢ|U:nada:hnǐ:lágé:ɂi.|Ordained minister (plural)
73716-1-entrytone|ᎤᏓᏂᎳᎨᎢ|U:da:hnǐ:lágé:ɂi.|Oldest member of family
73716-1-nounadjpluraltone|ᎤᎾᏓᏂᎳᎨᎢ|U:nada:hnǐ:lágé:ɂi.|Oldest member of family (plural)
73717-1-entrytone|ᎤᏓᏣᏘᏗ|U:dǎ:jatdi.|Reckless
73717-1-nounadjpluraltone|ᎤᎾᏓᏣᏘᏗ|U:nadǎ:jatdi.|Reckless (plural)
73718-1-entrytone|ᎤᏓᎴᎯ|U:daleɂhi.|Bad omen
73719-1-entrytone|ᎤᏓᎵᎢ|U:daliɂi.|His wife
73719-1-nounadjpluraltone|ᏧᎾᏓᎵᎢ|Ju:nadaliɂi.|His wife (plural)
73720-1-entrytone|ᎤᏓᎸᏉᏗ|U:da:lv̋:kwdi.|Snobbish
73720-1-nounadjpluraltone|ᎤᎾᏓᎸᏉᏗ|U:nada:lv̋:kwdi.|Snobbish (plural)
73721-1-entrytone|ᎤᏓᎾᏂ|U:dǎ:naɂni.|Store owner
73721-1-nounadjpluraltone|ᎤᎾᏓᎾᏂ|U:nadǎ:naɂni.|Store owner (plural)
73722-1-entrytone|ᎤᏓᏁᎪᏳᎭ|Ù:dané:go:yú:ha.|It is wrinkled
73722-1-vfirstprestone|ᎠᏆᏓᏁᎪᏳᎭ|À:gwadané:go:yúha.|I am wrinkled (I am...)
73722-1-vsecondimpertone|ᏣᏓᏁᎪᏳᏎᏍᏗ|Jadané:go:yú:sé:sdi.|Let you be wrinkled (Let you...)
73722-1-vthirdpasttone|ᎤᏓᏁᎪᏳᏒᎢ|Ù:dané:go:yú:sv̌:ɂi.|A while ago he did wrinkled (He did...a while ago)
73722-1-vthirdprestone|ᎤᏓᏁᎪᏳᏐᎢ|Ù:dané:go:yú:só:ɂi.|It is usually wrinkled (He usually...)
73723-1-entrytone|ᎤᏓᏁᎲᎢ|Ù:dane:hv̋:ɂi.|Puddle
73723-1-nounadjpluraltone|ᏚᏓᏁᎲᎢ|Dù:dane:hv̋:ɂi.|Puddle (plural)
73724-1-entrytone|ᎤᏓᏅᏙ|U:danhdo.|His heart
73725-1-entrytone|ᎤᏓᏅᏔ|Ù:danhta.|He feels
73725-1-vfirstprestone|ᎠᏆᏓᏅᏔ|À:gwadanhta.|He feels (I am...)
73725-1-vsecondimpertone|ᏣᏓᏅᏖᏍᏗ|Jadanhté:sdi.|He feels (Let you...)
73725-1-vthirdinftone|ᎤᏓᏅᏓᏗᏍᏗ|U:danhdadì:sdi.|He feels (For him to...)
73725-1-vthirdpasttone|ᎤᏓᏅᏛᎢ|Ù:danhtv̌:ɂi.|He feels (He did...a while ago)
73725-1-vthirdprestone|ᎤᏓᏅᏙᎢ|Ù:danhtó:ɂi.|He feels (He usually...)
73726-1-entrytone|ᎤᏓᏅᏘ|U:da̋nhti.|1. friendly 2. gentle 3. pleasant
73726-1-nounadjpluraltone|ᎤᎾᏓᏅᏘ|U:nada̋nhti.|1. friendly 2. gentle 3. pleasant (plural)
73727-1-entrytone|ᎤᏓᏅᏘᏌᏅᎢ|U:danhti:sahnv̋:ɂi.|Tamed
73727-1-nounadjpluraltone|ᎤᎾᏓᏅᏘᏌᏅᎢ|U:na:danhti:sa:hnv̋:ɂi.|Tamed (plural)
73728-1-entrytone|ᎤᏓᏅᎦᎸᏓ|U:danv:galv̋:da.|Clean
73728-1-nounadjpluraltone|ᏧᎾᏓᏅᎦᎸᏓ|Ju:nadanv:galv̋:da.|Clean (plural)
73728-2-nounadjpluraltone|ᏧᏓᏅᎦᎸᏓ|Ju:danv:galv̋:da.|Clean (plural)
