"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
72747,"da.2gv23na","","","","","","","1. oyster, 2. pearl, 3. pimple"
72748,"da1gv2wahl2di.3ha","","de2ji.3gv2wa.2lo1di.3ha","ti.2gv3wah2lda","ju2gv2wahl2doh3di","du1gv2wahl2ta.3nv3?i","da1gv2wahl2di23sgo.3?i","he's setting a price"
72749,"da.2gwa.2le3la","","","","","","","car, wagon"
72750,"da1hlih2ge.3ha","","de2ga.?3lih2ge.3ha","ta.2hlih3gv2la","ju2hlih2geh2di","du1hlih2ge23hv3?i","da1hlih2ge23sgo.3?i","he, it's rocking"
72751,"da1hli2lo3sdi.2ha","","de2ji3ya.2dli1lo3sdi.2ha, de2ga.3dli1lo3sdi.2ha","ti2ya.3dli2lo3sda, ta.2hli3lo1sda","ju2hli2lo1sdoh3di","du1hli2lo3sta.2nv23?i","da1hli2lo3sdi2sgo3?i","1. he's drawing a picture of him, it; 2. he's photographing him, it"
72752,"da1hli.2no2he.3ha","","de2ga.3li1no2he.3ha","ta.2hli.3no2hv2la","ju2hli.2no2heh2di","du1hli.2no2he23hlv3?i","da1hli.2no2he23sgo.3?i","he's conversing"
72753,"dahl1ta.2de3ga","","de2ga.3li1ta.2de3ga","tahl3ta.2du1ga","juhl2ta.2di23nv32di","duhl1ta.2di23nv32sv23?i","dahl1ta.2de3go3?i","he's jumping"
72754,"da2hna.2wa","","","","","","","war"
72755,"da1hna.2wa.3?i2yv3?a","","de2ga.2ni1wa.3?i2yv3?a","ta.2hna.3wa.2?i2yv23na","ju2hna.2wa.2?i23yv32sdi","du1hna.2wa.3?i2yv3sv23?i","da1hna.2wa.3i2yv3sgo3?i","he's changing clothes"
72756,"da1hna.2we3?a","","de2ga.3ni1we3?a","ta2hna.3wa.2gi","ju2hna.2we1sdi","du1hna.2we3sv23?i","da1hna.2we3sgo3?i","he's undressing"
72757,"da1hna.2wo3?a","","de2ga.3ni1wo3?a","ta.2hna.3wo2ja","ju2hna.2wo1sdi","du1hna.2wo3?v23?i","da1hna.2wo3sgo3?i","he's putting on clothes"
72758,"Da2hnu3go4?i","","","","","","","Vian"
72759,"da1hv2tv.3sga","","de2ji.3?v2tv.3sga","ti.2hv3tv1ga","ju2hv2tdi","du1hv2ta.3nv3?i","da1hv2tv.3sgo.3?i","He's putting fuel (solid) into a fire"
72760,"da1hyv23gi.3?a","","de2ji32yv23gi.3?a","ti32yv23ga","ju2hyv23gi32sdi","du1hyv3gv23?i","da1hyv23gi32sgo3?i","1. he's tickling him; 2. he's spurring a horse"
72761,"da1je23hla","","","","","","","better"
72762,"da3ji.2hlu.3sga","","de2ga32ji.2hlu.3sga","ta3ji.2hlu32ga","ju1ji.2hlu.3sdi","du3ji.2hlu.3nv3?i","da3ji.2hlu.3sgo.3?i","he's squatting"
72763,"da1ka.2ne23hi.3ha","","de2ji.3ga1ne23hi.3ha","ti.2ka.3ne2ga","ju2ka.2ne23sdi","du1ka.2ne23hlv3?i","da1ka.2ne23hi.3ho3?i","he's tying it"
72764,"da1ka.2ne23hyi.3ha","","de2ji.3ga1ne23hyi.3ha","ti.2ka.3ne23hya","ju2ka.2ne23hyvh3di","du1ka.2ne23hyv3hv23?i","da1ka.2ne23hyi3sgo3?i","he's untying it"
72765,"da1ka.2no2wa.2di23do32ha","","de2ji3ga1no2wa.2di23do32ha","ti2ga32no2wa.2di23da","ju2ka.2no2wa.2di23da32sdi","du1ka.2no2wa.2di23do32lv23?i","da1ka.2no2wa.2di23do32ho3?i","he's looking after him"
72766,"da1ke23wa32ga","","de2ji.?3ge23wa32ga","ti.2ke3wa1gi","ju2ke23wa3?i.2sdi","du1ke23wa32jv23?i","da1ke23wa32go3?i","he's becoming blind"
72767,"da.2ksi","","","","","","","terrapin"
72769,"da.2ksi","","","","","","","1. padlock 2. door knob"
72770,"da1ksv3sdi.3ha","","de2ji.3ga1sv23sdi.3ha","ti.3ksv2sda","ju2ksv23sdoh3di","du1ksv3sta.3nv23?i","da1ksv3sdi3sgo3?i","1. he's making smoke; 2. it's smoking"
72771,"da1kta.2naw32sga","","de2ga.3ga1ta.2naw32sga","ta.3kta.2na1hwa","ju2kta.2naw1sdi","du1kta.2naw32sv23?i","da1kta.2naw32sgo3?i","he's blinking"
72772,"da1kta32sdi.2ha","","de2ga.3ga1ta32sdi.2ha","ta.3kta1sda","ju2kta1sdoh3di","du1kta32sta.2nv23?i","da1kta32sdi2sgo3?i","he's closing his eyes"
72773,"da1kti23le32ga","","de2ji3ga1ti23le32ga, de2ji.3ga1ti23le32ga","ti2ga32ti23lu32ga, ti.3kti2lu1ga","ju2kti23lv32sdi","du1kti23lv32sv23?i","da1kti23le32go3?i","he's attacking him, it"
72774,"da1kti.2nv2de3?a","","de2ga.3ga1ti.2nv2de3?a","ta.3kti.2nv2da.2gi","ju2kti.2nv2de1sdi","du1kti.2nv2de3sv23?i","da1kti.2nv2de3sgo3?i","he's taking off his glasses"
72775,"da1kti.2nv2tv.3sga","","de2ga.3ga1ti.2nv2tv.3sga","ta.3kti2nv2tv1ga","ju2kti.2nv2tdi","du1kti.2nv2ta.3nv3?i","da1kti.2nv2tv.3sgo.3?i","he's putting on glasses"
72776,"da1ktli.3ha","","de2ji.3ga1tli.3ha","ti.3ktla","ju2ktlvh2di","du1ktlv2hv23?i","da1ktli23sgo.3?i","he's shelling corn"
72777,"da1kwa.2la2gi3?a","","de2ji32kwa.2la2gi3?a","ti.2kwa.3la2gi","ju2kwa.2la2gi1sdi","du1kwa.2la2gi3sv23?i","da1kwa.2la2gi3sgo3?i","he's snoring"
72778,"da1kwa.2yo3?v.2sga","","de2ji32kwa.2yo3?v.2sga","ti.2kwa.3yo.2?v1ga","ju2kwa.2yo1di","du1kwa.2yo3nv23?i","da1kwa.2yo3v.2sgo3?i","he's sprinkling it (with a liquid, powder, salt, etc.)"
72779,"da.2kwsa.3ni","","","","","","","turnip"
72780,"da.2la2la","","","","","","","woodpecker"
72781,"da1la32su2hlv.3sga","","de2ga.3la32su2hlv.3sga","ta.2la32su2hlv32ga","ju2la1suhl23di","du1la32su2hla.3nv3?i","da1la32su2hlv.3sgo.3?i","he's putting on shoes"
72782,"da1la32su2la.3?i2yv3?a","","de2ga.3la32su2la.3?i2yv3?a","ta.2la32su2la.3?i2yv23na","ju2la1su23la.3?i2yv1sdi","du1la32su2la.3?i2yv3sv23?i","da1la32su2la.3?i2yv3sgo3?i","he's changing shoes"
72783,"da1la32su2le3?a","","de2ga.3la32su2le3?a","ta.2la32su2la.3gi","ju2la1su23le32sdi","du1la32su2le3sv23?i","da1la32su2le3sgo3?i","he's taking off his shoes"
72784,"da1leh2di.3ha","","de2ji3ya.2le1di.3ha, de2ga.3le1di.3ha","ti2ya.3le1da, ta.2leh3da","ju2leh2doh3di","du1leh2ta.3nv3?i","da1leh2di23sgo.3?i","1. he's helping him up 2. he's standing it up (object with legs)"
72785,"da1le2hi23si.3ha","","de2ga.3le.2?i23si.3ha","ta.2le3hi2sa","ju2le2hi23soh3di","du1le2hi23sa.3hnv23?i","da1le2hi23si3sgo3?i","he's recuperating"
72786,"da1le2hv.3sga","","de2ga.3le.2?v.3sga","ta.2le3hv1ga","ju2leh2di","du1le2hnv23?i","da1le2hv.2sgo3?i","he's getting up (from sitting or from involuntarily assumed prone position)"
72787,"Da.2li.3gwa","","","","","","","Tahlequah"
72788,"da1li.2ye32su2le3?a","","de2ga.3li.3ye32su2le3?a","ta.2li.3ye1su2la.3gi","ju2li.2ye1su23le32sdi","du1li.2ye32su2le3sv23?i","da1li.2ye32su2le3sgo3?i","he's taking off his gloves"
72789,"da1li.2ye32su2li.3?a","","de2ga.3li.3ye32su2li.3?a","ta.2li.3ye1su2lv32ga","ju2li.2ye1su23lo32di","du1li.2ye32su2la32nv23?i","da1li.2ye32su2li32sgo3?i","he's putting his gloves on"
72790,"da1li23yo3gi.2?a","","de2ga3li23yo3gi.2?a","ta2li3yo2gi","ju2li23yo3gi1sdi","du1li23yo3gi1sv23?i","da1li23yo3gi1sgo3?i","he's taking off his socks"
72791,"da1li23yo3hi.2a","","de2ga3li23yo.3?i.2ha","ta2li3yo2ga","ju2li23yo3sdi","du1li23yo3hlv23?i","da1li23yo3hi.2ho3?i","he's putting on his socks"
72792,"da1li23yo3si.2ha","","de2ga3li23yo32si.2ha","ta2li3yo2sa","ju2li23yo3svh2di","du1li23yo3sv2hv23?i","da1li23yo3si2ho3?i","he's changing his socks"
72793,"dal1so2sdi.3ha","","de2ji3ya.2li1so23sdi.3ha, de2ga.3li1so23sdi.3ha","ti2ya.3li1so23sda, tal3so2sda","jul2so23sdoh3di","dul1so23sta.3nv23?i","dal1so23sdi3sgo3?i","1. he's aiming at him, it  2 . he's aiming it"
72794,"da2ma.3ga","","","","","","","horsefly"
72795,"da1na.2da2hi.?3li23do32ha","","do1ja.2da2hi.?3li23do32ha","di1ja.2da3hi.?2li2da","ju2na.2da2hi.?2li23da32sdi","du1na.2da2hi.?3li23do32lv23?i","da1na.2da2hi.?3li23do32ho3?i","they are having a trial"
72796,"da1na.2dlo2sga","","do1ja.2dlo2sga","di1ja.2dlo3hi","ju2na.2dlo2hi.2sdi","du1na.2dlo2sv23?i","da1na.2dlo2sgo3?i","1. they are meeting 2. they are meeting someone"
72797,"da1na.2ga.2le2ni.3ha","","do1sda.2ga.2le2ni.3ha","di.2sda.3ga.3le2na","ju2na.2ga.2lenh2di","du1na.2ga.2le2nv2hv23?i","da1na.2ga.2le2ni23sgo.3?i","they are separating"
72798,"da3nehl2di.3ha","","de2ji3ya3nehl2di.3ha, de2ga32nehl2di.3ha","ti2ya32nehl2da, ta3nehl2da","ju1nehl23doh2di","du3nehl2ta.3nv3?i","da3nehl2di23sgo.3?i","he's playing with him, it"
72799,"da3ne2lo23hv.3sga","","de2ga32ne2lo23hv.3sga","ta3ne2lo23hv32ga","ju1nehl23di","du3ne2lo23hnv3?i","da3ne2lo23hv.3sgo3?i","he's playing"
72800,"da1ni2la32wi1ga","","do1ji2la32wi1ga","di1ji23la32wi1gi","ju2ni2la1wi.2sdi","du1ni2la32wi1jv23?i","da1ni2la32wi1go3?i","they're having church services"
72801,"Da1ni2sda.2yo2hi.2hv4?i","","","","","","","Christmas"
72802,"da1ni2ye2li2sga",,"do1ji2ye2li2sga","di1ji23ye3li2hi","ju2ni2ye2li2hi.2sdi","du1ni2ye2li2sv23?i","da1ni2ye2li2sgo3?i","they are adjourning"
72803,"da1sda.2yo2hi.3ha","","de2ji32sda.2yo2hi.3ha","ti32sda.2yo23ha, ti.2sda.3yo2ha","ju2sda.2yo2sdi","du1sda.2yo2hlv23?i","da1sda.2yo2hi.2ho3?i","1. v. t. he's shooting at him  2. v.i. he's shooting"
72804,"da1sdlu32sga","","de2ji32sdlu32sga","ti2sdlu32hya","ju2sdlu1sdi","du1sdlu32hyv23?i","da1sdlu32sgo3?i","he's splitting it"
72805,"da1sdu2dli.3?a","","de2ji32sdu2dli.3?a","ti.2sdu3dla","ju2sdu2dli1sdi","du1sdu3dlv23?i","da1sdu2dli32sgo3?i","he's sprinkling it (with a liquid)"
72806,"da1se.2hi.3ha","","de2ga32se.2hi.3ha","ta.2se.3ga","ju2se.3sdi","du1se.2hlv3?i","da2se.2hi.3ho3?i","he's counting it, them"
72807,"da1sgi23na3di.2?a","","de2ji32sgi23na3di.2?a","ti32sgi23na3da, ti.2sgi3na2da","ju2sgi23na3disdi","du1sgi23na3dv23?i","da1sgi23na3di1sgo3?i","1. v.t. he's cursing him, it  2. v.i. he's cursing"
72808,"da1sih2tv3ni.2ha","","de2ga32sih2tv3ni.2ha","ta.2sih3tv2ni1ga","ju2sih2tv23ni32sdi","du1sih2tv23ni32lv23?i","da1sih2tv3ni.2ho3?i","1. v. t. he's clapping his hands 2. v.i. he's applauding"
72809,"da3sta.2ye2sga","","de2ga32sta.2ye2sga","ta3sta.2ye23hi","ju1sta.2ye23hi.3sdi","du3sta.2ye2sv23?i","da3sta.2ye2sgo3?i","he's getting exhausted"
72810,"da1su.2hwi.3sga","","de2ga32su.2hwi.3sga","ta.2su.3hwa","ju2su.2hwi.2sdi","du2su.2hwi.2sv23?i","da1su.2hwi.2sgo3?i","it's barking"
72811,"da1sv2sdi.3ha","","de2ji32sv2sdi.3ha","ti.2sv3sda","ju2sv2sdoh3di","du1sv2sta.3nv3?i","da1sv2sdi23sgo.3?i","he's scheduling time"
72812,"da1te23sga","","de2ji32te23sga","ti2tv3la","ju2te23sdi","du1te23sv3?i","da1te23sgo.3?i","he's ironing"
72813,"da.2wi23sga.3la","","","","","","","flint"
72814,"da.2wi2sgv4hi","","","","","","","slippery"
72815,"da.2wo3li","","","","","","","mushroom"
72816,"da.2wo3li.2yu4sdi","","","","","","","cork"
72817,"da1yo.3sga","","de2ji3yo.3sga","ti3yo.2hi","ju2yo.3hi.3sdi","du1yo.3sv23?i","da1yo.3sgo3?i","he's releasing him"
72818,"de-","","","","","","","verbal prefix - plural object (see Grammar. I, A)"
72819,"de3gahl2di","","","","","","","sack"
72820,"de2ga.3lv2dv23ni32sdi.2ha","","de2ji3lv2dv23ni32sdi.2ha, de2ji.3lv2dv23ni32sdi.2ha","ti2lv3dv2ni1sda, ti.2lv3dv2ni1sda","ju2lv2dv23ni32sdoh2di","du1lv2dv23ni32sta.2nv23?i","de2ga.3lv2dv23ni32sdi2sgo3?i","he's slamming him, it"
72821,"de2ga.3na.2diw3sga","","de2ji.3na.2diw3sga","ti.2na.3di1hwi","ju2na.2di1hwi.3sdi","du1na.2diw3sv23?i","de2ga.3na.2diw3sgo3?i","he's crossing (a road, bridge, etc.)"
72822,"de2ga.3no2ja.2hlv.3sga","","de2ji.3no2ja.?2lv.3sga","ti.2no3ja.2hlv1ga","ju2no2jahl2di","du1no2ja.2hla.3nv3?i","de2ga.3no2ja.2hlv.3sgo.3?i","1. he's advertising it  2. he's announcing it"
72823,"de2ga3soh3ga","","de2ji32soh3ga","ti2soh3gi","ju.2wa2so.3hi.3sdi","du1wa2soh3jv3?i","de2ga3soh3go.3?i","he's crossing it (a body of water)"
72824,"de2ge3tv.2sga","","de2ge.?3dv.2sga","te2tv32ga","ju.2we2tdi","du1we2ti.3nv3?i","de2ge3tv.3sgo3?i","he's enduring it (idiom)"
72825,"de2go32si2si.3ha","","de2go32si2si.3ha","to3si2sa","ju.2wo1si23soh3di","du1wo3si2sa.2hnv23?i","de2go32si2si23sgo.3?i","he's explaining it (a Biblical text)"
72826,"de2gu3kdi.3ha","","de2gu3go1di.3ha","tu23kda","ju.2wu2kdoh3di","du1wu2kta.3nv3?i","de2gu3kdi23sgo.3?i","he's deciding"
72827,"de2gv3di23ye.3?a","","de2gv3di23ye.3?a","tv2di3ya","ju.2wa2di23ye32di","du1wa2di23ye.3?v23?i","de2gv3di23ye32sgo3?i","he's washing (dishes)"
72828,"de2gv3to.2hi3?a","","de2gv32to.2hi3?a","tv2to.3hi","ju.2wv2to.2hi1sdi","du1wv2to.2hi3sv23?i","de2gv3to.2hi3sgo3?i","he's shelling, picking out (peas, nut meats, etc.)"
72829,"De2ha.2lu23yi","","","","","","","June"
72830,"de2ka.3lih2gwa.2de3ga","","de2ji32lih2gwa.2de3ga","ti32lih2gwa.2du32ga, ti.2hlih3gwa.2du1ga","ju2hlih2gwa.2di23nv32di","du1hlih2gwa.2di23nv32sv23?i","de2ka.3lih2gwa.2de3go3?i","he's turning, it over"
72831,"de2ka.3no2gi3?a","","de2ji32no2gi3?a","ti.2hno3gi","ju2hno2gi1sdi","du1hno2gi3sv23?i","de2ka.3no2gi3sgo3?i","he's singing"
72832,"de2ka.3nugosga","","de2ji32nu2go23sga","ti32nu2go23la","ju2hnu2go23sdi","du1hnu2go23sv3?i","de2ka.3nu2go23sgo3?i","he's clawing him"
72833,"de2ka.3yv23sgwo.3?i.2ha","","","","","","","(see giga dekayvsgwoiha)"
72834,"de3kgi2lo3?a","","de2gv32gi2lo3?a","tvh2gi3lo2ja","juh2gi2lo1sdi","duh1gi2lo3?v23?i","de3kgi2lo3sgo3?i","he's washing flexible objects (including clothes)"
72835,"di-","","","","","","","noun prefix plural (see Gram. II, A)"
72836,"di-","","","","","","","(see de-)"
72837,"di-","","","","","","","verbal prefix - distant position (see Gram. I, A)"
72838,"di2chv3sdi","di2na.2da3hi.2hi","","","","","","marriage"
72839,"di2da3hi.2hi","","","","","","","murderer"
72840,"di2da2hi.?2li23da32sdi4?i, ju2na.2da2hi.?2li23da32sdi4?i","","","","","","","courthouse"
72841,"di2da2hli2lo1sdi4sgi","","","","","","","1. camera  2. photographer"
72842,"di2da2hli2lo1sta.2nv4?i","","","","","","","1. picture  2. photograph"
72843,"di2da3hna1wi.2da, ju2da3hna1wi.2da","","","","","","","cross"
72844,"di2da2hne2se4sgi","di2na.2da2hne2se4sgi","","","","","","conjurer"
72845,"di2da2hnv2wi4sgi","di2na.2da2hnv2wi4sgi","","","","","","medicine man"
72846,"di2da2hye23hlo.2hi","di2na.2da2hye23hlo.2hi","","","","","","surgeon"
72847,"di2da3ne2lv4?i","","","","","","","at home"
72848,"di3danh2to.2sdi","","","","","","","false teeth, dentures"
72849,"di2da2ni23soh3di4?i, ju2na.2da2ni23soh3di4?i","","","","","","","cemetery"
72850,"di2da2ni23yi4sgi","di2na.2da2ni23yi4sgi","","","","","","policeman"
72852,"di2da2sda1yv23hv.2sgi","di2na.2da2sda1yv23hv.2sgi","","","","","","cook"
72853,"di2da2sdo2ye4sgi","di2na.2da2sdo2ye4sgi","","","","","","barber"
72854,"di2da2sdu1di4?i, ju2na.2da2sdu1di?i","","","","","","","jail"
72855,"di2da2ti.2hni2do4hi","di2na.2da2ti.2hni2do4hi","","","","","","leader"
72856,"di2da2tol2sdi4sgi","di2na.2da2tol2sdi4sgi","","","","","","lender"
72857,"Di2da2wo4sgi","Di2na.2da2wo4sgi","","","","","","Baptist"
72858,"di2de23hlo2gwa1sgi","di2na.2de23hlo2gwa1sgi","","","","","","student"
72859,"di2de2hyo23hv.2sgi","di2na.2de2hyo23hv.2sgi","","","","","","teacher"
72860,"di3dla","","","","","","","toward"
72861,"di2dlo2hi.2sdi4i","","","","","","","meeting place"
72862,"di2dlv2kwi.3sdoh2di","","","","","","","excuse"
72863,"di.2ga.2dv3di","","","","","","","1 pear  2. scales (weighing)"
72864,"di.2ga.2la1wi.2sdi4?i, ju2ni2la1wi.2sdi4?i","","","","","","","church"
72865,"di.2ga.?2le23nv3hi4da","di2ni2le23nv3hi4da","","","","","","long-eared"
72866,"di.2ga.2lo2gi4sgi","di2ni2lo2gi4sgi","","","","","","farmer"
72867,"di.2ga.2lv1nv2hi","","","","","","","dumplings"
72868,"di.2ga.2no23jahl2di","","","","","","","announcement"
72869,"di.2gan2so1di4?i","","","","","","","pantry"
72870,"di.2ga.2nu2la.2ji","","","","","","","his ribs"
72871,"di.2ga1tdi4?i","","","","","","","oven"
72872,"di.2ga2ti.3sdi","","","","","","","gig"
72873,"di.2go2hwe2li","","","","","","","1. papers  2. book"
72874,"di.2go2hwe23lo1di","","","","","","","pencil"
72875,"di.2go1si23soh3di","","","","","","","discussion (Biblical)"
72876,"di.1guhl1di23sgi","di2nuhl2di23sgi","","","","","","mud dauber"
72877,"di.2gu2kdi4sgi","di2nu2kdi4sgi","","","","","","judge"
72878,"di3hi.2hi","di2ni3hi.2hi","","","","","","one that kills"
72879,"di2hli.2no2heh2di4?i, ju2na.2hli.2noh2he2di4?i","","","","","","","telephone"
72880,"dihl2ta.2de4gi","di2nahl2ta.2de4gi","","","","","","jumper"
72881,"di2hna.2wo","","","","","","","clothing, clothes"
72882,"di2hna.2wo3sdoh2di","","","","","","","covers (bed)"
72883,"di1hne23hi.2hi","di2na2hne1hi.2hi","","","","","","wrestler"
72884,"di2hne1sge4sgi","di2na2hne1sge4sgi","","","","","","carpenter"
72885,"di2hyv23gi1sdi","","","","","","","spurs"
72886,"-d?i","","","","","","","infinitive (see Gram. I, D)"
72887,"Di2ja.2la.2gi","","","","","","","Cherokee (written)"
72888,"di.2ka.2lv23gv4?i","","","","","","","east"
72889,"di.2ka.2no2gi4sdi","","","","","","","1. song book  2. musical instrument"
72890,"di2ka.2no2wa.2di2do4hi","di2ni2ka.2no2wa.2di2do4hi","","","","","","angel"
72891,"di2ka.2no2wa.2dv3sdi","","","","","","","law"
72892,"di.2kdla.2di1sgi","dihn3dla.2di1sgi","","","","","","1. fireman  2. firetruck"
72893,"di.2kdlvh3di","","","","","","","sharpener"
72894,"di2ke4wi","di2ni2ke4wi","","","","","","blind"
72895,"di2kti.2nv4tdi","","","","","","","eyeglasses"
72896,"di.3ktoh2di","","","","","","","binoculars"
72897,"di2kwa.2na.2yo23sdi","","","","","","","playing cards"
72898,"di2kwa.2yo4di","","","","","","","pepper"
72899,"dil2sdoyh2di","","","","","","","scissors"
72900,"-dina","","","","","","","Imperative intensifier (see Gram. I, D)"
72901,"di2na.2da2hnv4hli","","","","","","","1. brothers (dl.excl.) 2. his brother"
72902,"di1nehl3doh2di","","","","","","","toy"
72903,"di2ni2da3hna.2wi","","","","","","","1. enemies  2. his enemy"
72904,"di1se23hi.3sdi4i","","","","","","","dresser"
72905,"di2se.3sdi","","","","","","","numbers"
72906,"di2su23hwi.3sdi","","","","","","","paint"
72907,"di2ta.2le23sdi","","","","","","","drill"
72908,"di2te23sdi","","","","","","","iron"
72909,"di2ti.2yo23hi.2hi","di2na.2ti.2yo23hi.2hi","","","","","","lawyer"
72910,"dla1?i.2da","","","","","","","poke (greens)"
72911,"dla2me2ha","","","","","","","bat"
72912,"dla2nu3si","","","","","","","leech"
72913,"dlayh1ga","","","","","","","bluejay"
72914,"Dlayh1gv4?i","","","","","","","Jay"
72915,"dlo2ge4si","","","","","","","1. garden, field  2. meadow, pasture"
72916,"dlu1dlu","","","","","","","purple martin"
72917,"dlv","","","","","","","approximately"
72918,"dlv, i.2lvh2dlv4?i","","","","","","","somewhere"
72919,"-do-","","","","","","","here-and-there (see Grammar I, D)"
72920,"Do23da.3gwa1sgv4?i","","","","","","","Sunday"
72921,"Do23da.3gwi2de4na","","","","","","","Saturday"
72922,"Do23da.3gwo.2hnv?i","","","","","","","Monday"
72923,"-doh","","","","","","","accidental (see Grammar I, C)"
72924,"do2hi.2yu","","","","","","","really, very"
72925,"do2sa","","","","","","","mosquito"
72926,"do2sv23da.?3li","","","","","","","ant"
72927,"do23yi","","","","","","","outside"
72928,"do2yu4","","","","","","","really, very"
72929,"du1da2ti.2hna.2?v4?i","","","","","","","his family"
72930,"du1dlo2sga","","da1gwa.2dlo2sga","di.2ja.3dlo3hi","ju2dlo2hi.2sdi","du1dlo2sv23?i","du1dlo2sgo3?i","he's confronted with it"
72931,"du1do2?a","","da1gwa.2do3?a","de23ja.3do2?e3sdi","ju2do1sdi","du1do3?v23?i","du1do3?o3?i","he is called, he is named"
72932,"du1do32kdi.3ha","","da1gwa.2do32kdi.3ha","di.2ja.3do32kda","ju2do1kdoh3di","du1do32kta.2nv3?i","du1do32kdi23sgo.3?i","he's staggering"
72933,"du1gwe2no3ti.2sga","","da1gi.2gwe2no3ti.2sga","di.2ja.3gwe3no1ti.2hi","ju2gwe2no1ti.3sdi","du1gwe2no3ti.2sv23?i","du1gwe2no3ti.2sgo3?i","he's getting a rash"
72934,"duhl1ga","","da1gihl2ga","de2jahl3ge3sdi","","duhl1gv23?i","duhl1go3?i","he has horns"
72935,"du1hyv23sdoy32sga","","da1ki.2yv23sdoy32sga","di.2cha.3yv3sdo1hya","ju2hyv23sdo32ysdi","du1hyv23sdo32hyv23?i","du1hyv23sdoy32sgo3?i","he's sneezing"
72936,"du1ksdi.2ha","","da1gi.2ksdi.3ha","di.2ja.3ksda","ju2ksdoh3di","du1ksta.2nv3?i","du1ksdi23sgo.3?i","he's vomiting"
72937,"du2kti.2nv2ta","","da1gwa.2kti.2nv2ta","de2ja.3kti.2nv2te3sdi","ju2kti.2nv2tdi","du1kti.2nv2tv23?i","du1kti.2nv2to3?i","he's wearing glasses"
72938,"du1la32su2hla","","da1gwa.2la32su2hla","de2ja.2la32su2hle3sdi","","du1la32su2hlv?i","du1la32su2hlo3?i","he's wearing shoes"
72939,"Du2li1sdi","","","","","","","September"
72940,"du1li.2ye32su2la","","da1gwa.2li.2ye32su2la","ta.2li.3ye1su2lv32ga","ju2li.2ye1su23lo32di","du1li.2ye32su2lv23?i","du1li.2ye32su2lo3?i","he's wearing gloves"
72941,"du1li23yo3ha","","da1gwa2li23yo3ha","de2ja3li23yo3he3sdi","-----","du1li23yo3hv23?i","du1li23yo3ho3?i","he's wearing socks"
72942,"du1lo3tsgv4?i","","","","","","","fork (in a tree)"
72943,"du1lv23hwi.3sda1ne.2ha","","da1gi.2lv23hwi.3sda1ne.2ha","di2ja.3lv3hwi2sda1si","ju2lv23hwi.3sda1neh2di","du1lv23hwi.3sda1ne2lv23?i","du1lv23hwi.3sda1ne2ho3?i","he's working"
72944,"Du1ninh2di","","","","","","","October"
72945,"du3sda.2no2hyvh2ga","","da1gwa3sda.2no2hyvh3ga","di.2ja3sda.2no2hyv23la","ju1sda.2no2hyv2hli.2sdi","du3sda.2no2hyvh2gv23?i","du3sda.2no2hyvh2go3?i","he's making footsteps"
72946,"du3sga.2le3sdi.2ha","","da1gwa3sga.2le3sdi.2ha","di.2ja3sga.2le3sda","ju1sga.2le1sdoh3di","du3sga.2le3sta.2nv23?i","du3sga.2le3sdi2sgo3?i","he's releasing it, (involuntarily)"
72947,"du1ya.2we3ga","","da1gi2ya.2we3ga","di.2ja.3ya.3we1gi","ju2ya.2we1sdi","du1ya.2we3jv23?i","du1ya.2we3go3?i","he's tired"
72948,"du1yo.3sga","","da1gi.3yo.2sga","di.2ja.3yo.2hi","ju2yo.3hi.3sdi","du1yo.3sv23?i","du1yo.3sgo3?i","He's releasing it, (voluntarily)"
72949,"du1yu2kdv4?i","","","","","","","the truth"
72950,"-dv","","","","","","","affirmative, (see Gram. I, D)"
72951,"e-","","","","","","","passive, (see Gram. I, A)"
72952,"e-","","","","","","","imperative, (see Gram. I, A)"
72953,"-e-","","","","","","","benefactive, dative (see Gram. I, C)"
72954,"-e-","","","","","","","1. repeatedly., 2. Going somewhere in order to _____.  (see Gram. I, C)"
72955,"e2do3ha","","ge23do32a","he23da","u.2we2da1sdi","u1we23do32lv23?i","e1do3ho3?i","1. he's walking around., 2. he's here"
72956,"e3ga","","ge3ga","he1na","u.2we2nv1sdi","u1we2nv3sv23?i","e3go3?i","he's going"
72957,"e4gwa","ja.2ne4gwa, je4gwa","","","","","","huge, large"
72958,"e2gwo23ni","","","","","","","sea"
72959,"e23ha","","ge3?a","he2he3sdi","-----","-----","e1ho3?i","he lives"
72960,"e4hi","a.2ne4hi","","","","","","resident, dweller"
72961,"e2hi2ya4?i","a.2ne2hi2ya4?i","","","","","","indigenous"
72962,"e2hla.2we4?i","","","","","","","quiet"
72963,"e3hna.2i","","","","","","","animals (non-domesticated)"
72964,"-e?i","","","","","","","reportative, (see Gram. I, D)"
72965,"e2la.2di","","","","","","","1. down, 2. on foot"
72966,"e1li.3a","","ge2li.3?a","he23la","u.2we2li1sdi","u1we2li32sv23?i","e1li32sgo3?i","he thinks so"
72967,"e2li4gwu","","","","","","","enough, it's enough"
72968,"e2li4gwu","","","","","","","it's possible"
72969,"e4li1sdi","","","","","","","it seems that"
72970,"-esdi","","","","","","","or. (see Gram. I, D)"
72971,"g-","","","","","","","First and third singular subject. (see Gram. I, B)"
72972,"-g-","","","","","","","progressive. (see Gram. I, C)"
72973,"ga-","","","","","","","since. (see Gram I, A)"
72974,"ga-","","","","","","","third singular subject  (see Gram. I, B)"
